"ML #","Prop Type","Status","Address","S/A","Yr Blt","TypeDwel","Age","Area","City","Expiry Date","For Appointment Call","Full Baths","Gross Taxes","List Date","P.I.D.#","Stories in Building","Strata Maint Fee","Sold Date","Sold Price","Sold Price per SqFt","SP/LP Ratio","Total Baths","Total Bedrooms","Zoning","List Price","Days On Market","Floor Area -Grand Total","Sold Price Per SQFT","SP/OLP Ratio","Type"
"R2040602","Residential Detached","S","415 EAGLE STREET","Harrison Hot Springs","1974","House/Single Family","42","Harrison Hot Springs","Harrison Hot Springs","5/15/2016","LYN OLIS","1","$2,061.92","2/29/2016","008-540-047",,,"3/14/2016","$373,000","$144.46","1.00","2","3","R1","$373,000","14","2,582","$144.46","1.00","House/Single Family"
"R2038620","Residential Detached","S","67 12677 63 AVENUE","Panorama Ridge","2005","Townhouse","11","Surrey","Surrey","10/31/2016","Touchbase only","2","$1,776.14","2/23/2016","026-478-650",,"$285.74","3/16/2016","$373,250","$215.75","1.00","3","4","MF","$372,000","22","1,730","$215.75","1.00","Townhouse"
"R2034615","Residential Attached","S","2509 13303 103A AVENUE","Whalley","2015","Apartment/Condo","1","North Surrey","Surrey","12/31/2016","Sean","2","$843.71","2/12/2016","029-524-466","28","$315.89","3/16/2016","$374,900","$483.12","1.00","2","2","RES","$374,900","33","776","$483.12","1.00","Apartment/Condo"
"R2044105","Residential Attached","S","57 11737 236 STREET","Cottonwood MR","1994","Townhouse","22","Maple Ridge","Maple Ridge","6/30/2016","JULIE","2","$2,952.64","3/8/2016","019-114-257",,"$281.58","3/15/2016","$375,000","$288.02","1.14","3","3","RM-1","$328,000","7","1,302","$288.02","1.14","Townhouse"
"R2043921","Residential Attached","S","103 1153 KENSAL PLACE","New Horizons","2011","Apartment/Condo","5","Coquitlam","Coquitlam","12/31/2016","BOBBY SEAH","2","$2,011.16","3/9/2016","028-623-321","4","$270.52","3/13/2016","$375,000","$457.88","0.99","2","2","APT","$379,900","4","819","$457.88","0.99","Apartment/Condo"
"R2045116","Residential Detached","S","6347 TYLER ROAD","Sechelt District","2005","House/Single Family","11","Sunshine Coast","Sechelt","3/11/2017","ALI KHAN","2","$3,355.00","3/12/2016","026-154-773",,,"3/16/2016","$375,000","$269.78","1.01","2","2","R1","$369,900","4","1,390","$269.78","1.01","House/Single Family"
"R2043259","Residential Attached","S","306 2328 OXFORD STREET","Hastings","1984","Apartment/Condo","32","Vancouver East","Vancouver","9/9/2016","SIMON","1","$1,092.41","3/8/2016","006-509-487","4","$389.47","3/15/2016","$375,100","$473.01","1.11","1","2","RM-3A","$339,000","7","793","$473.01","1.11","Apartment/Condo"
"R2036882","Residential Attached","S","1003 7995 WESTMINSTER HIGHWAY","Brighouse","1995","Apartment/Condo","21","Richmond","Richmond","5/31/2016","HANS HUANG","2","$1,553.94","2/18/2016","019-017-421",,"$320.31","3/13/2016","$376,000","$355.72","0.86","2","2","CDT1","$438,000","24","1,057","$355.72","0.86","Apartment/Condo"
"R2042204","Residential Attached","S","48 18181 68TH AVENUE","Cloverdale BC","2001","Townhouse","15","Cloverdale","Surrey","7/6/2016","TOUCHBASE","2","$2,045.17","3/4/2016","025-047-591",,"$238.00","3/13/2016","$377,000","$276.39","1.08","3","3","MF","$350,000","9","1,364","$276.39","1.08","Townhouse"
"R2047726","Residential Detached","S","1781 MCKENZIE ROAD","Poplar","1979","House/Single Family","37","Abbotsford","Abbotsford","9/15/2016","Touchbase","1","$2,818.40","3/15/2016","000-589-012",,,"3/16/2016","$379,900","$302.95","1.00","1","3","RS3","$379,900","1","1,254","$302.95","1.00","House/Single Family"
"R2043128","Residential Attached","S","70 1240 FALCON DRIVE","Upper Eagle Ridge","1982","Townhouse","34","Coquitlam","Coquitlam","8/31/2016","EDWARD SI (TOUCHBASE)","2","$1,940.66","3/7/2016","002-172-160","3","$305.41","3/13/2016","$380,000","$285.93","1.03","2","4","T/H","$369,900","6","1,329","$285.93","1.03","Townhouse"
"R2023424","Residential Attached","S","104 9232 UNIVERSITY CRESCENT","Simon Fraser Univer.","2006","Apartment/Condo","10","Burnaby North","Burnaby","4/7/2016","THE CHRISTIES TEAM","2","$2,216.45","1/7/2016","026-698-358","10","$383.24","3/15/2016","$380,000","$383.06","0.99","2","2","STRATA","$383,800","68","992","$383.06","0.98","Apartment/Condo"
"R2044596","Residential Detached","S","6439 BOSCHMAN PLACE","West Austin","2005","House/Single Family","11","PG City North (Zone 73)","Prince George","6/30/2016","JOYCE DOUGLAS","3","$4,420.51","3/10/2016","023-535-695",,,"3/15/2016","$380,000","$135.52","0.98","4","3","RS2","$388,900","5","2,804","$135.52","0.98","House/Single Family"
"R2029169","Residential Attached","S","283 13888 70 AVENUE","East Newton","1994","Townhouse","22","Surrey","Surrey","6/27/2016","Lisa Yasuda","2","$1,995.17","1/27/2016","023-515-015",,"$372.21","3/16/2016","$382,000","$198.24","0.98","2","2","MF","$390,000","49","1,927","$198.24","0.94","Townhouse"
"R2019195","Residential Attached","S","1203 7733 FIRBRIDGE WAY","Brighouse","2015","Apartment/Condo","1","Richmond","Richmond","12/2/2016","Harry","1","$0.00","12/4/2015","800-101-210",,"$183.00","3/14/2016","$382,000","$751.97","1.01","1","1","APT","$380,000","101","508","$751.97","1.01","Apartment/Condo"
"R2024803","Residential Attached","S","118 13670 62 AVENUE","Sullivan Station","2016","Townhouse","0","Surrey","Surrey","12/2/2016","Aneil","2",,"1/12/2016","900-577-610",,"$169.00","3/13/2016","$384,770","$256.51","1.07","3","3","MR","$358,000","61","1,500","$256.51","1.07","Townhouse"
"R2043736","Residential Attached","S","314 5500 ANDREWS ROAD","Steveston South","1997","Apartment/Condo","19","Richmond","Richmond","7/31/2016","LYNN SKAI-BODEN","2","$1,490.89","3/7/2016","023-684-330","4","$325.85","3/16/2016","$385,000","$399.38","0.94","2","2","ZLR4","$408,800","9","964","$399.38","0.94","Apartment/Condo"
"R2045443","Residential Detached","S","330 CLOVER PLACE","Harrison Hot Springs","1998","House/Single Family","18","Harrison Hot Springs","Harrison Hot Springs","9/9/2016","AMANDA WHITE","2","$2,568.40","3/9/2016","002-270-277",,,"3/13/2016","$385,000","$144.63","0.96","3","4","R1A","$399,900","4","2,662","$144.63","0.96","House/Single Family"
"R2015641","Residential Attached","S","1203 8246 LANSDOWNE ROAD","Brighouse","1995","Apartment/Condo","21","Richmond","Richmond","11/30/2016","BENJAMIN","2","$1,469.96","11/16/2015","019-145-535",,"$310.89","3/16/2016","$385,000","$404.84","1.00","2","2","CDT1","$385,000","121","951","$404.84","1.00","Apartment/Condo"
"R2021931","Residential Attached","S","1107 5133 GARDEN CITY ROAD","Brighouse","2004","Apartment/Condo","12","Richmond","Richmond","6/30/2016","Allen Lu","2","$1,436.56","12/29/2015","025-887-467",,"$215.48","3/13/2016","$388,000","$461.90","0.98","2","2","RES","$394,000","75","840","$461.90","0.98","Apartment/Condo"
"R2044409","Residential Attached","S","301 3463 CROWLEY DRIVE","Collingwood VE","1996","Apartment/Condo","20","Vancouver East","Vancouver","9/9/2016","Derek","2","$1,149.00","3/9/2016","023-269-871",,"$307.67","3/14/2016","$388,000","$441.41","1.06","2","2","CD-1","$365,000","5","879","$441.41","1.06","Apartment/Condo"
"R2042505","Residential Attached","S","50 30748 CARDINAL AVENUE","Abbotsford West","2009","Townhouse","7","Abbotsford","Abbotsford","7/1/2016","Touchbase","3","$2,890.22","2/29/2016","028-198-948",,"$229.11","3/14/2016","$389,000","$153.09","1.00","4","5","RM30","$388,888","14","2,541","$153.09","1.00","Townhouse"
"R2045844","Residential Attached","S","5 15405 31 AVENUE","Grandview Surrey","2011","Townhouse","5","South Surrey White Rock","Surrey","6/12/2016","Ped","2","$1,865.00","3/14/2016","028-686-438",,"$219.00","3/14/2016","$389,000","$297.63","1.00","3","2","STRATA","$389,900","0","1,307","$297.63","1.00","Townhouse"
"R2043363","Residential Attached","S","204 189 E 16TH AVENUE","Mount Pleasant VE","1993","Apartment/Condo","23","Vancouver East","Vancouver","6/1/2016","HEDY","1","$923.94","3/7/2016","018-600-093",,"$277.86","3/15/2016","$389,000","$545.58","1.19","1","1","C-2C","$328,000","8","713","$545.58","1.19","Apartment/Condo"
"R2036738","Residential Attached","S","8 44849 ANGLERS BOULEVARD","Vedder S Watson-Promontory","2016","Townhouse","0","Sardis","Chilliwack","4/28/2016","JILL HALL","2","$0.00","2/18/2016","700-009-958",,"$187.80","3/13/2016","$389,900","$166.55","1.00","3","3","CD 10","$389,900","24","2,341","$166.55","1.00","Townhouse"
"R2038590","Residential Attached","S","206 1215 LANSDOWNE DRIVE","Upper Eagle Ridge","1989","Townhouse","27","Coquitlam","Coquitlam","5/31/2016","TOUCHBASE","2","$2,077.43","2/23/2016","009-026-754","2","$271.26","3/16/2016","$389,900","$353.81","0.95","2","2","TH","$408,800","22","1,102","$353.81","0.95","Townhouse"
"R2039458","Residential Attached","S","2205 2355 MADISON AVENUE","Brentwood Park","2007","Apartment/Condo","9","Burnaby North","Burnaby","5/26/2016","Marcy Luccock","1","$2,143.92","2/26/2016","026-974-894",,"$233.94","3/13/2016","$389,900","$602.63","1.00","1","1","APT","$389,900","16","647","$602.63","1.00","Apartment/Condo"
"R2046187","Residential Attached","S","C821 3333 BROWN ROAD","West Cambie","2018","Apartment/Condo","0","Richmond","Richmond","6/11/2016","AVANTI","1","$0.00","3/11/2016","800-103-681",,"$252.00","3/14/2016","$391,900","$559.86","1.00","1","1","ZHR12","$391,900","3","700","$559.86","1.00","Apartment/Condo"
"R2043298","Residential Attached","S","39820 NO NAME ROAD","Northyards","1975","Townhouse","41","Squamish","Squamish","7/8/2016","Neal","1","$1,696.93","3/8/2016","003-756-203","2","$300.00","3/14/2016","$395,000","$303.85","1.02","2","3","MF","$389,000","6","1,300","$303.85","1.02","Townhouse"
"R2030525","Residential Attached","S","51 8473 163 STREET","Fleetwood Tynehead","2014","Townhouse","2","Surrey","Surrey","4/30/2016","Marlon","2","$1,794.78","1/30/2016","029-278-376",,"$161.00","3/16/2016","$395,000","$317.52","0.99","2","3","MF","$399,000","46","1,244","$317.52","0.95","Townhouse"
"R2043372","Residential Attached","S","1706 928 BEATTY STREET","Yaletown","2005","Apartment/Condo","11","Vancouver West","Vancouver","6/7/2016","NATALIE","1","$1,092.41","3/7/2016","026-375-192",,"$237.97","3/14/2016","$395,000","$887.64","0.99","1","0","CD-1","$398,000","7","445","$887.64","0.99","Apartment/Condo"
"R2043783","Residential Attached","S","405 8080 JONES ROAD","Brighouse South","1997","Apartment/Condo","19","Richmond","Richmond","9/7/2016","PHOEBE/ TOUCHBASE","2","$1,323.56","3/7/2016","023-243-996",,"$273.66","3/15/2016","$395,000","$448.35","0.99","2","2","RAM1","$399,500","8","881","$448.35","0.99","Apartment/Condo"
"R2041856","Residential Detached","S","3286 TURNER WAY","Smithers - Town","2006","House/Single Family","10","Smithers And Area (Zone 54)","Smithers","9/1/2016","RON","2","$4,283.24","3/1/2016","024-361-968",,,"3/14/2016","$395,000","$223.42","1.00","3","3","R-1","$395,000","13","1,768","$223.42","1.00","House/Single Family"
"R2042813","Residential Attached","S","702 6540 BURLINGTON AVENUE","Metrotown","1983","Apartment/Condo","33","Burnaby South","Burnaby","8/8/2016","JANICE","1","$2,030.70","3/7/2016","001-289-063","26","$257.52","3/14/2016","$395,000","$371.94","1.00","1","2","AP","$395,000","7","1,062","$371.94","1.00","Apartment/Condo"
"R2045058","Residential Attached","S","218 5365 LANE STREET","Metrotown","2017","Apartment/Condo","0","Burnaby South","Burnaby","12/31/2016","TEXT MSG / TOUCHBASE HELEN LEE","2","$0.00","3/11/2016","800-103-593","4","$228.00","3/16/2016","$395,800","$524.93","1.00","2","2","C9A","$395,800","5","754","$524.93","1.00","Apartment/Condo"
"R2044966","Residential Attached","S","35 11160 KINGSGROVE AVENUE","Ironwood","1979","Townhouse","37","Richmond","Richmond","9/11/2016","CALL SIMON - NO TOUCHBASE","1","$1,385.04","3/11/2016","001-720-775",,"$273.71","3/16/2016","$396,500","$333.75","1.12","1","2","016","$355,000","5","1,188","$333.75","1.12","Townhouse"
"R2045017","Residential Detached","S","23 2986 COAST MERIDIAN ROAD","Birchland Manor","1979","House/Single Family","37","Port Coquitlam","Port Coquitlam","9/30/2016","Please use Touchbase","1","$1,956.94","3/11/2016","001-661-591",,"$107.00","3/15/2016","$397,000","$330.83","0.99","2","3","SFD","$399,000","4","1,200","$330.83","0.99","House/Single Family"
"R2042854","Residential Attached","S","45 14955 60TH AVENUE","Sullivan Station","2013","Townhouse","3","Surrey","Surrey","6/30/2016","Danielle Hrasko","3","$2,306.12","3/7/2016","028-935-691",,"$210.14","3/16/2016","$398,000","$262.53","1.00","3","3","CD","$399,000","9","1,516","$262.53","1.00","Townhouse"
"R2043961","Residential Attached","S","9284 UNIVERSITY CRESCENT","Simon Fraser Univer.","2004","Townhouse","12","Burnaby North","Burnaby","9/9/2016","MARY BURNS","2","$2,216.53","3/9/2016","026-111-012","2","$414.00","3/14/2016","$399,000","$366.73","1.00","3","2","RES","$399,000","5","1,088","$366.73","1.00","Townhouse"
"R2037990","Residential Attached","S","59 8676 158 STREET","Fleetwood Tynehead","2009","Townhouse","7","Surrey","Surrey","8/23/2016","Touchbase please","2","$2,126.73","2/23/2016","027-880-095",,"$184.11","3/16/2016","$399,000","$260.44","1.00","4","4","RM-30","$400,000","22","1,532","$260.44","1.00","Townhouse"
"R2040805","Residential Attached","S","607 1050 BOWRON COURT","Roche Point","1988","Apartment/Condo","28","North Vancouver","North Vancouver","6/30/2016","CATHIE CLINE","1","$2,355.33","3/1/2016","011-944-633","4","$257.98","3/15/2016","$399,500","$411.86","1.00","1","1","RL1","$399,000","14","970","$411.86","1.00","Apartment/Condo"
"R2046843","Residential Attached","S","209 9388 TOMICKI AVENUE","West Cambie","2017","Apartment/Condo","0","Richmond","Richmond","6/14/2016","LILY LIU","1","$0.00","3/14/2016","800-103-721","6","$303.48","3/15/2016","$399,900","$527.57","1.00","1","2","ZLR-25","$399,900","1","758","$527.57","1.00","Apartment/Condo"
"R2047612","Residential Attached","S","322 15168 33 AVENUE","Morgan Creek","2016","Apartment/Condo","0","South Surrey White Rock","Surrey","6/15/2016","Judy Rohatyn","2","$0.00","3/15/2016","900-578-497","4","$326.37","3/16/2016","$399,900","$403.94","1.00","2","2","CD","$399,900","1","990","$403.94","1.00","Apartment/Condo"
"R2043327","Residential Attached","S","708 39 SIXTH STREET","Downtown NW","2008","Apartment/Condo","8","New Westminster","New Westminster","9/30/2016","Debbie","2","$1,978.81","3/8/2016","027-410-463",,"$302.68","3/13/2016","$400,000","$459.77","1.01","2","2","APARTM","$394,900","5","870","$459.77","1.01","Apartment/Condo"
"R2043034","Residential Attached","S","27 8633 159TH STREET","Fleetwood Tynehead","2008","Townhouse","8","Surrey","Surrey","9/30/2016","Anthony Ibhahe","2","$1,693.00","3/4/2016","027-368-700","3","$190.00","3/13/2016","$400,500","$275.64","1.03","3","3","MR 30Z","$388,888","9","1,453","$275.64","1.03","Townhouse"
"R2043854","Residential Attached","S","302 6455 WILLINGDON AVENUE","Metrotown","1982","Apartment/Condo","34","Burnaby South","Burnaby","6/30/2016","Kelly Richardson","1","$1,974.56","3/7/2016","000-774-570",,"$236.25","3/14/2016","$403,000","$435.21","1.12","1","2","APT","$359,900","7","926","$435.21","1.12","Apartment/Condo"
"R2043240","Residential Attached","S","31 7370 STRIDE AVENUE","Edmonds BE","2005","Townhouse","11","Burnaby East","Burnaby","9/30/2016","Lilia Tiamzon","1","$2,155.13","3/7/2016","026-737-418",,"$149.09","3/13/2016","$403,000","$465.36","1.01","2","2","RES","$399,900","6","866","$465.36","1.01","Townhouse"
"R2042363","Residential Attached","S","72 6852 193 STREET","Clayton","2007","Townhouse","9","Cloverdale","Surrey","3/2/2017","Andy","2","$2,021.87","3/2/2016","027-060-781","3","$171.00","3/13/2016","$403,000","$250.47","1.01","3","3","MF","$399,000","11","1,609","$250.47","1.01","Townhouse"
"R2043817","Residential Attached","S","1706 2133 DOUGLAS ROAD","Brentwood Park","2011","Apartment/Condo","5","Burnaby North","Burnaby","6/8/2016","KEN","1","$2,190.49","3/7/2016","028-359-216",,"$197.00","3/16/2016","$403,800","$567.13","1.01","1","1","RES","$399,000","9","712","$567.13","1.01","Apartment/Condo"
"R2043801","Residential Attached","S","18 7155 189 STREET","Clayton","2005","Townhouse","11","Cloverdale","Surrey","5/6/2016","TOUCHBASE","2","$2,203.60","3/6/2016","026-405-717","3","$246.10","3/14/2016","$405,000","$247.40","1.01","2","3","CD","$399,900","8","1,637","$247.40","1.01","Townhouse"
"R2039510","Residential Attached","S","4 20812 70 AVENUE","Willoughby Heights","2009","Townhouse","7","Langley","Langley","8/24/2016","Text Kim first","2","$2,912.92","2/25/2016","027-751-457","3","$105.50","3/14/2016","$405,000","$244.71","0.99","3","2","MULTI","$409,900","18","1,655","$244.71","1.04","Townhouse"
"R2044806","Residential Attached","S","401 1 RENAISSANCE SQUARE","Quay","2008","Apartment/Condo","8","New Westminster","New Westminster","6/30/2016","Louie","2","$2,032.76","3/7/2016","027-740-498",,"$280.52","3/16/2016","$405,000","$438.31","1.01","2","2","RMW-3B","$399,900","9","924","$438.31","1.01","Apartment/Condo"
"R2044118","Residential Attached","S","23 22000 SHARPE AVENUE","Hamilton RI","1994","Townhouse","22","Richmond","Richmond","9/30/2016","RAY OR TOUCHBASE","2","$1,310.98","3/9/2016","019-038-453",,"$266.00","3/13/2016","$405,000","$338.91","1.02","2","2","MFD","$398,000","4","1,195","$338.91","1.02","Townhouse"
"R2043690","Residential Attached","S","57 6299 144 STREET","Sullivan Station","2009","Townhouse","7","Surrey","Surrey","10/31/2016","TOUCHBASE LARRY","2","$2,129.05","3/7/2016","028-278-348",,"$215.30","3/14/2016","$405,000","$268.39","1.10","3","3","CD","$369,000","7","1,509","$268.39","1.10","Townhouse"
"R2044908","Residential Attached","S","46 19560 68 AVENUE","Clayton","2009","Townhouse","7","Cloverdale","Surrey","6/10/2016","Vince or Lynn","2","$2,124.39","3/11/2016","027-799-930","3","$220.00","3/13/2016","$405,000","$246.65","1.07","3","3","RM15","$379,900","2","1,642","$246.65","1.07","Townhouse"
"R2043550","Residential Attached","S","29 18681 68 AVENUE","Clayton","2015","Townhouse","1","Cloverdale","Surrey","9/30/2016","Collette","2","$1,804.10","3/8/2016","029-425-697",,"$185.00","3/13/2016","$406,000","$303.44","1.02","3","3","MFD","$399,900","5","1,338","$303.44","1.02","Townhouse"
"R2044441","Residential Attached","S","56 8473 163 STREET","Fleetwood Tynehead","2014","Townhouse","2","Surrey","Surrey","10/31/2016","MIRZ","2","$1,915.94","3/7/2016","029-278-325","3","$161.00","3/13/2016","$409,000","$309.38","0.98","2","3","STRATA","$419,000","6","1,322","$309.38","0.98","Townhouse"
"R2032262","Residential Detached","S","4726 LAUREL AVENUE","Sechelt District","1970","House/Single Family","46","Sunshine Coast","Sechelt","2/5/2017","ALI KHAN","2","$2,694.18","2/6/2016","009-556-788",,,"3/14/2016","$409,000","$207.40","1.00","2","3","R1","$409,000","37","1,972","$207.40","0.95","House/Single Family"
