"ML #","Prop Type","Status","Address","S/A","Yr Blt","TypeDwel","Age","Area","City","Expiry Date","For Appointment Call","Full Baths","Gross Taxes","List Date","P.I.D.#","Stories in Building","Strata Maint Fee","Sold Date","Sold Price","Sold Price per SqFt","SP/LP Ratio","Total Baths","Total Bedrooms","Zoning","List Price","Days On Market","Floor Area -Grand Total","Sold Price Per SQFT","SP/OLP Ratio","Type"
"R2046459","Residential Attached","S","607 2978 GLEN DRIVE","North Coquitlam","2009","Apartment/Condo","7","Coquitlam","Coquitlam","10/15/2016","DEAN","2","$2,182.02","3/14/2016","027-973-484",,"$198.00","3/20/2016","$399,000","$449.32","1.00","2","2","APT","$399,900","6","888","$449.32","1.00","Apartment/Condo"
"R2037990","Residential Attached","S","59 8676 158 STREET","Fleetwood Tynehead","2009","Townhouse","7","Surrey","Surrey","8/23/2016","Touchbase please","2","$2,126.73","2/23/2016","027-880-095",,"$184.11","3/16/2016","$399,000","$260.44","1.00","4","4","RM-30","$400,000","22","1,532","$260.44","1.00","Townhouse"
"R2047612","Residential Attached","S","322 15168 33 AVENUE","Morgan Creek","2016","Apartment/Condo","0","South Surrey White Rock","Surrey","6/15/2016","Judy Rohatyn","2","$0.00","3/15/2016","900-578-497","4","$326.37","3/16/2016","$399,900","$403.94","1.00","2","2","CD","$399,900","1","990","$403.94","1.00","Apartment/Condo"
"R2041860","Residential Attached","S","102 235 GUILDFORD WAY","North Shore Pt Moody","2005","Apartment/Condo","11","Port Moody","Port Moody","7/30/2016","Jamilda Esper","2","$1,838.90","3/3/2016","025-974-521",,"$290.00","3/20/2016","$400,000","$428.72","0.98","2","2","APT","$408,000","17","933","$428.72","0.98","Apartment/Condo"
"R2041104","Residential Attached","S","408 9393 TOWER ROAD","Simon Fraser Univer.","2016","Apartment/Condo","0","Burnaby North","Burnaby","8/30/2016","JUSTIN","2","$0.00","3/2/2016","800-103-342",,"$319.31","3/18/2016","$400,000","$427.35","0.99","2","2","P11E","$405,980","16","936","$427.35","0.99","Apartment/Condo"
"R2042399","Residential Detached","S","314 NICHOLAS CRESCENT","Aldergrove Langley","1980","House/Single Family","36","Langley","Langley","9/7/2016","Code","2","$2,639.00","3/7/2016","004-958-756",,,"3/20/2016","$400,000","$302.11","1.08","2","3","RES","$369,900","13","1,324","$302.11","1.08","House/Single Family"
"R2047212","Residential Attached","S","202 333 E 1ST STREET","Lower Lonsdale","1999","Apartment/Condo","17","North Vancouver","North Vancouver","9/30/2016","Rosemary","1","$1,540.30","3/14/2016","024-805-416",,"$342.52","3/17/2016","$400,000","$511.51","0.98","1","1","MF","$409,500","3","782","$511.51","0.98","Apartment/Condo"
"V1138495","Land Only","S","LOT 4 REDROOFFS ROAD","Halfmn Bay Secret Cv Redroofs",,,,"Sunshine Coast","Halfmoon Bay","8/31/2016","PAT OR CARRIE",,"$2,251.00","8/7/2015","010-678-999",,,"3/18/2016","$400,000",,"0.94",,,"R1","$425,000","224",,,"0.94","House/Single Family"
"R2043817","Residential Attached","S","1706 2133 DOUGLAS ROAD","Brentwood Park","2011","Apartment/Condo","5","Burnaby North","Burnaby","6/8/2016","KEN","1","$2,190.49","3/7/2016","028-359-216",,"$197.00","3/16/2016","$403,800","$567.13","1.01","1","1","RES","$399,000","9","712","$567.13","1.01","Apartment/Condo"
"R2044806","Residential Attached","S","401 1 RENAISSANCE SQUARE","Quay","2008","Apartment/Condo","8","New Westminster","New Westminster","6/30/2016","Louie","2","$2,032.76","3/7/2016","027-740-498",,"$280.52","3/16/2016","$405,000","$438.31","1.01","2","2","RMW-3B","$399,900","9","924","$438.31","1.01","Apartment/Condo"
"R2043960","Residential Attached","S","23 5957 152 STREET","Sullivan Station","2013","Townhouse","3","Surrey","Surrey","7/4/2016","Aaron Sosa","2","$2,268.85","3/7/2016","029-160-235",,"$170.95","3/20/2016","$405,000","$292.21","1.01","3","3","APT","$399,500","13","1,386","$292.21","1.01","Townhouse"
"R2030819","Residential Attached","S","17 1345 W 4TH AVENUE","False Creek","1985","Townhouse","31","Vancouver West","Vancouver","7/31/2016","NO TOUCHBASE-call/text Sandra","1","$1,237.38","2/2/2016","002-612-593",,"$367.73","3/17/2016","$405,000","$488.54","0.92","1","1","FCCDD","$439,000","44","829","$488.54","0.92","Townhouse"
"R2030361","Residential Attached","S","2 22977 116 AVENUE","East Central","2010","Townhouse","6","Maple Ridge","Maple Ridge","5/2/2016","Jeff Chadha - JC Homes","2","$2,561.40","2/1/2016","028-214-994",,"$197.50","3/18/2016","$405,000","$281.05","1.00","3","3","RES","$405,000","46","1,441","$281.05","0.99","Townhouse"
"R2046295","Residential Attached","S","110 175 E 10TH STREET","Central Lonsdale","1997","Apartment/Condo","19","North Vancouver","North Vancouver","6/14/2016","Cameron Walker","1","$1,298.93","3/15/2016","023-967-625","4","$219.00","3/20/2016","$406,000","$658.02","1.04","1","1","MF","$389,000","5","617","$658.02","1.04","Apartment/Condo"
"R2043251","Residential Attached","S","350 4340 LORIMER ROAD","Whistler Village","1994","Apartment/Condo","22","Whistler","Whistler","9/30/2016","JONSTON","1","$2,159.60","3/8/2016","018-531-229","3","$321.00","3/17/2016","$406,000","$740.88","1.05","1","1","TA1","$386,000","9","548","$740.88","1.05","Apartment/Condo"
"R2033144","Residential Attached","S","1404 1740 COMOX STREET","West End VW","1976","Apartment/Condo","40","Vancouver West","Vancouver","8/12/2016","SPENCER","1","$2,015.00","2/10/2016","003-856-569",,"$312.00","3/18/2016","$407,500","$682.58","0.96","1","1","CD-1","$424,900","37","597","$682.58","0.96","Apartment/Condo"
"R2041780","Residential Attached","S","110 3097 LINCOLN AVENUE","New Horizons","2009","Apartment/Condo","7","Coquitlam","Coquitlam","5/31/2016","GARY PARK","2","$2,069.48","3/1/2016","027-945-618",,"$329.25","3/19/2016","$408,000","$431.29","1.00","2","2","APT","$408,000","18","946","$431.29","0.97","Apartment/Condo"
"R2029206","Residential Detached","S","13575 KLEIN ROAD","Buckhorn","1976","House with Acreage","40","PG Rural South (Zone 78)","Prince George","5/25/2016","MARK","2","$2,258.43","1/25/2016","008-943-869",,,"3/20/2016","$408,000","$170.00","0.96","4","5","RR1","$424,900","55","2,400","$170.00","0.93","House with Acreage"
"R2023990","Residential Detached","S","584 GOWER POINT ROAD","Gibsons & Area","1959","House/Single Family","57","Sunshine Coast","Gibsons","7/29/2016","CALL OR TEXT FRAN","2","$2,974.33","1/11/2016","010-917-250",,,"3/20/2016","$410,000","$227.78","0.96","2","4","R1","$429,000","69","1,800","$227.78","0.96","House/Single Family"
"R2036740","Residential Attached","S","102 10468 157 STREET","Guildford","2007","Townhouse","9","North Surrey","Surrey","8/15/2016","SIMON ABRAHAM","2","$1,456.54","2/15/2016","027-088-197",,"$243.07","3/17/2016","$410,500","$298.55","0.96","3","3","MD","$428,000","31","1,375","$298.55","0.96","Townhouse"
"R2047022","Residential Attached","S","330 9288 ODLIN ROAD","West Cambie","2009","Apartment/Condo","7","Richmond","Richmond","9/30/2016","ALLAN","2","$1,541.18","3/16/2016","027-823-521",,"$287.88","3/19/2016","$413,000","$446.49","0.99","2","2","ZLR 20","$419,000","3","925","$446.49","0.99","Apartment/Condo"
"R2047191","Residential Detached","S","32879 1ST AVENUE","Mission BC","1992","House/Single Family","24","Mission","Mission","9/15/2016","Alison","3","$3,613.62","3/15/2016","011-389-869",,,"3/18/2016","$415,000","$184.94","1.00","3","5","RES","$415,000","3","2,244","$184.94","1.00","House/Single Family"
"R2043940","Residential Attached","S","138 2729 158 STREET","Grandview Surrey","2010","Townhouse","6","South Surrey White Rock","Surrey","3/6/2017","NORMAN ZHU","2","$2,147.69","3/4/2016","028-146-271","3","$246.30","3/18/2016","$415,000","$318.01","1.07","3","3","RM30","$388,888","14","1,305","$318.01","1.07","Townhouse"
"R2047241","Residential Attached","S","31 7518 138 STREET","East Newton","2006","Townhouse","10","Surrey","Surrey","6/14/2016","Denise","2","$2,268.85","3/14/2016","026-639-998",,"$227.88","3/20/2016","$415,000","$205.75","1.03","3","3","MF","$403,000","6","2,017","$205.75","1.03","Townhouse"
"R2047045","Residential Detached","S","5937 CAMBRIDGE STREET","Vedder S Watson-Promontory","1992","House/Single Family","24","Sardis","Sardis","7/27/2016","STEVE MAINSE","2","$2,751.56","3/17/2016","013-701-231",,,"3/18/2016","$416,000","$256.16","1.10","2","3","R1A","$379,900","1","1,624","$256.16","1.10","House/Single Family"
"R2028808","Residential Detached","S","34875 LABURNUM AVENUE","Abbotsford East","1974","House/Single Family","42","Abbotsford","Abbotsford","4/26/2016","Debbie for Klassen Family Team","1","$2,884.93","1/26/2016","004-623-703",,,"3/17/2016","$416,558","$366.69","1.11","2","3","SFD","$375,000","51","1,136","$366.69","1.11","House/Single Family"
"R2045628","Residential Attached","S","164 6299 144 STREET","Sullivan Station","2010","Townhouse","6","Surrey","Surrey","6/14/2016","Steve Baker","2","$2,133.71","3/14/2016","028-543-335",,"$215.30","3/16/2016","$418,000","$271.08","1.13","3","3","CDZ","$369,900","2","1,542","$271.08","1.13","Townhouse"
"R2018805","Residential Attached","S","1401 7321 HALIFAX STREET","Simon Fraser Univer.","1988","Apartment/Condo","28","Burnaby North","Burnaby","6/2/2016","ERIC SUN","2","$2,263.15","12/2/2015","008-298-165",,"$285.11","3/19/2016","$418,500","$428.79","1.00","2","2","RM4","$419,800","108","976","$428.79","1.00","Apartment/Condo"
"R2046869","Residential Attached","S","105 4733 W RIVER ROAD","Ladner Elementary","1991","Apartment/Condo","25","Ladner","Delta","8/30/2016","JANE MEADOWS","2","$2,100.67","3/14/2016","016-432-282","3","$397.18","3/16/2016","$419,000","$339.00","1.00","2","1","CD170","$419,000","2","1,236","$339.00","1.00","Apartment/Condo"
"R2044130","Residential Detached","S","9 44621 WATSON ROAD","Vedder S Watson-Promontory","1995","House/Single Family","21","Sardis","Sardis","6/30/2016","BONNIE OR STEPH","2","$2,116.75","3/7/2016","018-822-371",,"$25.00","3/20/2016","$419,000","$272.79","0.99","2","2","R1A","$424,900","13","1,536","$272.79","0.99","House/Single Family"
"R2044685","Residential Attached","S","501 33 W PENDER STREET","Downtown VW","2009","Apartment/Condo","7","Vancouver West","Vancouver","8/31/2016","Paul Albrighton","1","$1,194.94","3/10/2016","027-872-769",,"$342.40","3/17/2016","$419,000","$674.72","0.98","1","1","CD-1","$429,000","7","621","$674.72","0.98","Apartment/Condo"
"R2045084","Residential Attached","S","27 2929 156 STREET","Grandview Surrey","2011","Townhouse","5","South Surrey White Rock","Surrey","5/9/2016","CHERYL GUENTHER","2","$1,995.17","3/9/2016","028-760-450","3","$190.70","3/16/2016","$420,000","$331.23","1.06","3","2","RM","$396,000","7","1,268","$331.23","1.06","Townhouse"
"R2043714","Residential Detached","S","7840 EAGLE DRIVE","Halfmn Bay Secret Cv Redroofs","1988","House/Single Family","28","Sunshine Coast","Halfmoon Bay","11/30/2016","KIRSTY TOSCZAK","2","$2,125.63","3/8/2016","007-097-701",,,"3/19/2016","$420,000","$238.64","0.99","2","3","R2","$424,900","11","1,760","$238.64","0.99","House/Single Family"
"R2046759","Residential Attached","S","6 21661 88 AVENUE","Walnut Grove","2005","Townhouse","11","Langley","Langley","9/15/2016","Hanson So","2","$2,800.68","3/15/2016","026-486-415",,"$224.01","3/17/2016","$420,000","$244.19","1.01","3","3","CD-28","$415,000","2","1,720","$244.19","1.01","Townhouse"
"R2046946","Residential Detached","S","836 O'SHEA ROAD","Gibsons & Area","1990","House/Single Family","26","Sunshine Coast","Gibsons","9/17/2016","Marla","2","$2,844.99","3/16/2016","007-091-958",,,"3/19/2016","$420,200","$344.43","1.05","2","3","R2","$399,000","3","1,220","$344.43","1.05","House/Single Family"
"R2019075","Residential Attached","S","812 489 INTERURBAN WAY","Marpole","2015","Apartment/Condo","1","Vancouver West","Vancouver","6/3/2016","HILL FENG","1","$467.17","12/3/2015","029-648-360","26","$268.97","3/17/2016","$422,000","$753.57","0.99","1","1","CD-1","$428,000","105","560","$753.57","0.94","Apartment/Condo"
"R2045966","Residential Attached","S","3 6110 138 STREET","Sullivan Station","2006","Townhouse","10","Surrey","Surrey","10/31/2016","Rex Chan","2","$2,264.18","3/15/2016","026-585-359",,"$216.00","3/17/2016","$423,500","$232.18","1.04","3","3","MF","$408,888","2","1,824","$232.18","1.04","Townhouse"
"R2036804","Residential Attached","S","9 44849 ANGLERS BOULEVARD","Vedder S Watson-Promontory","2016","Townhouse","0","Sardis","Chilliwack","4/28/2016","JILL HALL","2","$0.00","2/18/2016","700-009-963",,"$197.83","3/16/2016","$423,804","$171.86","1.07","3","3","CD24","$394,900","27","2,466","$171.86","1.07","Townhouse"
"R2046517","Residential Attached","S","29 2450 HAWTHORNE AVENUE","Central Pt Coquitlam","1990","Townhouse","26","Port Coquitlam","Port Coquitlam","6/30/2016","TOUCHBASE","2","$1,870.70","3/13/2016","016-699-955",,"$218.00","3/20/2016","$425,000","$334.65","0.99","3","3","MF","$429,800","7","1,270","$334.65","0.99","Townhouse"
"R2043077","Residential Attached","S","123 5835 HAMPTON PLACE","University VW","1993","Apartment/Condo","23","Vancouver West","Vancouver","12/7/2016","Kouros","1","$871.28","3/8/2016","018-179-355",,"$309.17","3/16/2016","$425,000","$594.41","0.99","1","1","RES","$428,000","8","715","$594.41","0.99","Apartment/Condo"
"R2041806","Residential Attached","S","706 438 SEYMOUR STREET","Downtown VW","1996","Apartment/Condo","20","Vancouver West","Vancouver","5/2/2016","Pls TB, Text, Email Shawn","1","$1,085.00","3/3/2016","023-409-282",,"$375.00","3/16/2016","$425,000","$803.40","0.97","1","1","APT","$439,000","13","529","$803.40","0.97","Apartment/Condo"
"R2047047","Residential Attached","S","605 6833 STATION HILL DRIVE","South Slope","2004","Apartment/Condo","12","Burnaby South","Burnaby","6/17/2016","MIN KUAN","2","$2,215.35","3/17/2016","025-998-293",,"$287.98","3/19/2016","$426,000","$510.18","1.02","2","2","APT","$416,000","2","835","$510.18","1.02","Apartment/Condo"
"R2043495","Residential Attached","S","305 288 HAMPTON STREET","Queensborough","2009","Apartment/Condo","7","New Westminster","New Westminster","8/31/2016","Touchbase Only","2","$1,829.99","3/7/2016","028-018-753","4","$344.18","3/19/2016","$426,500","$356.61","1.00","2","2","C-2A","$426,500","12","1,196","$356.61","1.00","Apartment/Condo"
"R2042017","Residential Attached","S","2607 2978 GLEN DRIVE","North Coquitlam","2009","Apartment/Condo","7","Coquitlam","Coquitlam","9/4/2016","0","2","$2,394.07","3/4/2016","027-974-677",,"$200.00","3/17/2016","$428,800","$505.66","1.00","2","2","STRATA","$429,800","13","848","$505.66","1.00","Apartment/Condo"
"R2040964","Residential Detached","S","5650 STONEHAVEN STREET","Promontory","1994","House/Single Family","22","Sardis","Sardis","6/1/2016","STEVE MAINSE","2","$2,951.98","3/1/2016","018-411-690",,,"3/20/2016","$429,900","$227.22","1.00","3","3","R1A","$429,900","19","1,892","$227.22","1.00","House/Single Family"
"R2045432","Residential Attached","S","210 333 E 1ST STREET","Lower Lonsdale","2000","Apartment/Condo","16","North Vancouver","North Vancouver","3/11/2017","Renee","1","$1,478.86","3/14/2016","024-805-491","4","$311.16","3/20/2016","$430,000","$611.66","1.08","1","1","APT","$399,900","6","703","$611.66","1.08","Apartment/Condo"
"R2041310","Residential Attached","S","301 3600 WINDCREST DRIVE","Roche Point","1997","Apartment/Condo","19","North Vancouver","North Vancouver","8/31/2016","SARA","1","$1,431.00","3/1/2016","800-103-269",,"$303.81","3/20/2016","$430,000","$504.69","1.00","1","2","MF","$429,900","19","852","$504.69","1.00","Apartment/Condo"
"V1108103","Residential Detached","S","16549 TIMBERLINE ROAD","Pender Harbour Egmont","1978","House/Single Family","38","Sunshine Coast","Pender Harbour","5/31/2016","CARLY","2","$2,304.00","3/1/2015","007-495-757",,,"3/20/2016","$430,000","$187.53","0.99","3","3","R1","$435,000","385","2,293","$187.53","0.98","House/Single Family"
"R2046684","Residential Attached","S","403 16233 82 AVENUE","Fleetwood Tynehead","1998","Townhouse","18","Surrey","Surrey","7/31/2016","Touchbase or Text Message","2","$2,170.98","3/11/2016","024-211-281",,"$250.56","3/18/2016","$431,000","$272.78","1.00","3","3","MFD","$429,000","7","1,580","$272.78","1.00","Townhouse"
"R2043751","Residential Attached","S","23 12161 237 STREET","East Central","2014","Townhouse","2","Maple Ridge","Maple Ridge","3/9/2017","Adele","2","$2,533.44","3/9/2016","029-274-524",,"$190.00","3/17/2016","$432,100","$334.70","1.07","3","3","RM1","$404,900","8","1,291","$334.70","1.07","Townhouse"
"N248283","Residential Detached","S","41 STICKNEY STREET","Kitimat","1994","House/Single Family","22","Kitimat (Zone 89)","Kitimat","6/1/2016","SHANNON DOS SANTOS","2","$3,158.00","9/1/2015","005-653-967",,,"3/18/2016","$434,000","$139.01","0.96","3","3","R2B","$449,900","194","3,122","$139.01","0.96","House/Single Family"
"R2043533","Residential Detached","S","47168 PEREGRINE AVENUE","Promontory","2011","House/Single Family","5","Sardis","Sardis","6/30/2016","SCOTT","2","$2,794.24","3/6/2016","027-663-728",,,"3/19/2016","$435,000","$253.05","1.01","3","3","R3","$429,900","13","1,719","$253.05","1.01","House/Single Family"
"R2043666","Residential Attached","S","606 718 MAIN STREET","Mount Pleasant VE","2009","Apartment/Condo","7","Vancouver East","Vancouver","6/6/2016","CALL/TEXT CHRIS","1","$1,403.53","3/6/2016","028-012-984","9","$275.00","3/19/2016","$435,000","$647.32","1.00","1","1","HA-1A","$435,000","13","672","$647.32","1.00","Apartment/Condo"
"R2019612","Residential Attached","S","121 2005 NORDIC PLACE","Nordic","1988","Townhouse","28","Whistler","Whistler","12/4/2016","LINDSAY GRAHAM","1","$2,243.08","12/7/2015","012-087-483",,"$387.00","3/20/2016","$435,000","$518.47","0.99","1","3","RM2","$439,000","104","839","$518.47","0.95","Townhouse"
"R2044017","Residential Attached","S","1805 7321 HALIFAX STREET","Simon Fraser Univer.","1988","Apartment/Condo","28","Burnaby North","Burnaby","9/1/2016","JEFF","2","$2,344.31","3/7/2016","008-298-734",,"$303.11","3/20/2016","$439,500","$450.31","1.02","2","2","STRATA","$429,999","13","976","$450.31","1.02","Apartment/Condo"
"R2045672","Residential Detached","S","33351 KNIGHT AVENUE","Mission BC","1976","House/Single Family","40","Mission","Mission","6/30/2016","Bill","2","$3,501.87","3/13/2016","000-555-487",,,"3/16/2016","$440,000","$230.25","1.10","3","3","R558","$399,900","3","1,911","$230.25","1.10","House/Single Family"
"R2046217","Residential Attached","S","34 2955 156 STREET","Grandview Surrey","2011","Townhouse","5","South Surrey White Rock","Surrey","8/15/2016","Carly","2","$2,194.28","3/14/2016","028-686-691",,"$211.23","3/20/2016","$440,000","$309.86","1.00","3","3","MF","$438,800","6","1,420","$309.86","1.00","Townhouse"
