"ML #","Prop Type","Status","Address","S/A","Yr Blt","TypeDwel","Age","Area","City","Expiry Date","For Appointment Call","Full Baths","Gross Taxes","List Date","P.I.D.#","Stories in Building","Strata Maint Fee","Sold Date","Sold Price","Sold Price per SqFt","SP/LP Ratio","Total Baths","Total Bedrooms","Zoning","List Price","Days On Market","Floor Area -Grand Total","Sold Price Per SQFT","SP/OLP Ratio","Type","# of Kitchens","Access to Property","Appointment Phone Number","Commission","Complex/Subdivision","Depth","Fireplaces","Frontage - Feet","Info Package Available?","PAD Rental","Parking Places - Total","Postal Code","Potential for Rezoning?","Prop Disclosure Statement","Province","Sanitary Sewer","Storeys in Building","Storm Sewer","Water Supply"
"F1313384","Residential Attached","S","205 10788 139TH STREET","Whalley","2006","Apartment/Condo","7","North Surrey","Surrey","12/31/2013","Lily Zhong","2","$1,273.00","6/1/2013","026-890-941",,"$320.00","12/16/2013","$225,000","$245.63","0.98","2","2","CD","$229,000","198","916","$245.63","0.92","Apartment/Condo","1",,"604-727-6366","S-3.22% 1ST 100K/1.15% BAL",,,"0",,,,"2","V3T 0A6",,,"BC",,,,
"H1302909","Residential Detached","S","45434 MEADOWBROOK DRIVE","Chilliwack W Young-Well","1991","House/Single Family","22","Chilliwack","Chilliwack","7/15/2014","EVERT","1","$1,655.00","7/15/2013","002-815-681",,,"12/24/2013","$225,000","$214.29","0.94","1","2","R3","$239,900","162","1,050","$214.29","0.94","House/Single Family","1",,"604-793-6103","3% 1ST 100K/1.5% BAL L1/2BF",,"90/.072 AC","1","35.00",,,,"V2P 7R9",,,"BC",,,,
"V1036220","Residential Attached","S","103 8880 JONES ROAD","Brighouse South","1993","Apartment/Condo","20","Richmond","Richmond","10/27/2014","PERRY","1","$991.00","11/12/2013","018-201-571","4","$215.13","1/1/2014","$227,500","$332.12","0.98","1","1","STRATA","$232,800","50","685","$332.12","0.98","Apartment/Condo","1",,"604-273-2828","3% ON 1ST $100,000 / 1.15% ON BAL","THE REDONDA",,"1",,,,"1","V6Y 3Z1",,"UPON OFFER PRESENTATION","BC",,,,
"V1037921","Residential Attached","S","231 5888 DOVER CRESCENT","Riverdale RI","1998","Apartment/Condo","15","Richmond","Richmond","6/30/2014","ELEANOR TAN","1","$1,080.00","12/2/2013","024-092-720",,"$295.22","12/16/2013","$228,000","$347.56","0.95","1","1","ZLR1","$239,000","14","656","$347.56","0.95","Apartment/Condo","1",,"604-802-1696","3.2% ON THE FIRST $100,000 1.16% ON THE BALANCE","PELICAN POINTE",,"1",,,,"1","V7C 5R9",,,"BC",,,,
"F1325823","Residential Attached","S","209 13918 72 AVENUE","East Newton","1991","Apartment/Condo","22","Surrey","Surrey","4/30/2014","Baljit","2","$1,257.00","11/17/2013","015-371-000",,"$326.54","1/2/2014","$228,000","$168.14","0.96","2","3","C D","$238,000","46","1,356","$168.14","0.96","Apartment/Condo","1",,"604-807-1800","S-3.22% 1ST 100K/1.15% BAL","Tudor Park","0","1","0.00",,,"2","V3W 0T4",,,"BC",,,,
"V1038267","Residential Attached","S","303 131 W 4TH STREET","Lower Lonsdale","1973","Apartment/Condo","40","North Vancouver","North Vancouver","11/30/2014","TARYN","1","$1,044.00","12/5/2013","003-388-492","3","$293.02","1/2/2014","$231,000","$344.78","0.98","1","1","APT","$235,000","28","670","$344.78","0.98","Apartment/Condo","1",,"604-264-6661","4% ON THE 1ST $100,000 & 1.5% ON THE BALANCE",,,"0",,,,"1","V7M 3C8",,,"BC",,,,
"V989910","Land Only","S","7672 SUNSHINE COAST HIGHWAY","Halfmn Bay Secret Cv Redroofs",,,,"Sunshine Coast","Halfmoon Bay","4/30/2014","KIRSTY J. TOSCZAK",,"$2,372.00","2/5/2013","007-214-553",,,"1/2/2014","$231,000","$0.99","0.86",,,"RU2","$269,000","331",,"$0.99","0.66","House/Single Family",,"Road Access","604-741-3291","3.255% OF THE FIRST $100,000 & 1.1625% BAL",,"200",,"1,080.00","Yes",,,"V0N 1Y2",,,"BC","Septic",,"None","City/Municipal"
"F1319099","Residential Attached","S","201 15300 17TH AVENUE","King George Corridor","1989","Apartment/Condo","24","South Surrey White Rock","Surrey","1/31/2014","Cindy Poppy","1","$1,271.00","8/9/2013","010-266-810",,"$226.58","12/17/2013","$232,000","$241.92","0.97","1","1","MF","$239,000","130","959","$241.92","0.94","Apartment/Condo","1",,"604-531-1111","S-3.22% 1ST 100K/1.15% BAL","Cambridge II",,"1",,,,"1","V4A 8Y6",,,"BC",,,,
"F1322889","Residential Attached","S","208 5646 200TH STREET","Langley City","1992","Apartment/Condo","21","Langley","Langley","3/31/2014","Stan Wong","2","$1,767.00","10/1/2013","017-805-287",,"$204.00","12/17/2013","$232,500","$192.95","0.93","2","2","MF","$249,900","77","1,205","$192.95","0.93","Apartment/Condo","1",,"604-581-8400","S-3.22% 1ST 100K/1.15% BAL+BONUS*","CAMBRIDGE COURT",,"1",,,,"1","V3A 1M8",,,"BC",,,,
"V1031425","Residential Attached","S","404 12090 227TH STREET","East Central","2005","Apartment/Condo","8","Maple Ridge","Maple Ridge","1/31/2014","JESSICA NORMAN","2","$2,089.00","10/7/2013","026-166-127","4","$223.21","12/21/2013","$232,500","$213.89","0.99","2","2","APT","$234,900","75","1,087","$213.89","0.96","Apartment/Condo","1",,"604-614-3390","3.225% ON 1ST $100,000/1.1625% ON BAL","FALCON PLACE",,"1",,,,"2","V2X 6J5",,,"BC",,,,
"N232346","Residential Detached","S","1654 JAMAICA AVENUE","Prince Rupert - City","1965","House/Single Family","48","Prince Rupert (Zone 52)","Prince Rupert","3/31/2014","KEITH LAMBOURNE","2","$2,672.00","11/25/2013","014-428-393",,,"12/20/2013","$234,000","$115.27","1.02","2","4","R2","$229,000","25","2,030","$115.27","1.02","House/Single Family","1",,"250-622-8546","1.75%",,"100","1","66.20",,,,"V8J 2Y5",,,"BC",,,,
"V1032118","Residential Attached","S","208 557 E CORDOVA STREET","Hastings","2014","Apartment/Condo","0","Vancouver East","Vancouver","1/31/2014","MARY","1",,"10/11/2013","800-080-690","4","$143.61","12/17/2013","$234,900","$426.32","1.00","1","1","DEOD","$234,900","67","551","$426.32","1.02","Apartment/Condo","1",,"604-908-7653","2.55% ON THE 1ST $100,000 & 1.1625% ON THE BALANCE","CORDOVAN",,"0",,,,"0","V6A 1L8",,"See developer's disclosure stmt","BC",,,,
"V1016289","Residential Attached","S","34 7410 FLINT STREET","Pemberton","1998","Apartment/Condo","15","Pemberton","Pemberton","1/4/2014","DANIELLE MENZEL","2","$1,855.00","7/4/2013","024-187-577",,"$223.00","12/19/2013","$235,000","$230.17","0.94","2","2","CD2","$249,000","168","1,021","$230.17","0.94","Apartment/Condo","1",,"604-698-5128","3% ON 1ST $100,000/1.5% ON BAL**PHYSICAL INTRO TO","MOUNTAIN TRAILS",,"1",,,,"2","V0N 2L1",,,"BC",,,,
"F1327410","Residential Attached","S","203 13725 72A AVENUE","East Newton","1990","Townhouse","23","Surrey","Surrey","3/27/2014","ANMOL SIDHU","2","$1,652.00","12/27/2013","013-738-992","2","$220.71","12/30/2013","$235,000","$164.57","0.91","2","2","MF","$258,500","3","1,428","$164.57","0.91","Townhouse","1",,"604-531-1909","S-3.225% 1ST 100K/1.1625% BAL","PARK PLACE ESTATES",,"1",,,,"2","V3W 0S4",,"AS IS WHERE IS COURT ORDERED SALE","BC",,,,
"H1304123","Residential Attached","S","26 6498 SOUTHDOWNE PLACE","Sardis East Vedder Rd","2011","Townhouse","2","Sardis","Sardis","2/28/2014","Michelle or Bill","2","$1,942.00","10/31/2013","028-049-764",,"$175.00","12/28/2013","$235,900","$141.17","0.98","3","3","CD-16","$239,900","58","1,671","$141.17","0.98","Townhouse","1",,"604-858-7179","2.5% 1ST 100K/1.25% BAL L 1/2 BF","Village Green",,"1","0.00",,,,"V2R 0K3",,,"BC",,,,
"N231962","Residential Detached","S","2224 CROFT ROAD","Ingala","2009","House/Single Family","4","PG City North (Zone 73)","Prince George","3/30/2014","ANGELA","2","$3,027.00","11/4/2013","008-851-611",,,"12/19/2013","$236,500","$105.49","0.99","2","3","RS1","$239,900","45","2,242","$105.49","0.95","House/Single Family","1",,"250-565-7505","3/1","HART HIGHLANDS",,"0","0.00",,,"4","V2K 3W4",,,"BC",,,,
"F1319887","Residential Attached","S","203 1554 GEORGE STREET","White Rock","1974","Apartment/Condo","39","South Surrey White Rock","White Rock","12/30/2013","Kim Beck","1",,"8/21/2013","001-237-501","3","$265.00","12/26/2013","$237,000","$211.99","0.95","1","2","MULTI","$248,800","127","1,118","$211.99","0.95","Apartment/Condo","1",,"604-312-8369","S-3.22% 1ST 100K/1.15% BAL+BONUS*",,,"1",,,,"1","V4B 4A5",,,"BC",,,,
"V1034906","Residential Attached","S","229 7451 MINORU BOULEVARD","Brighouse South","1981","Apartment/Condo","32","Richmond","Richmond","2/28/2014","TONY","1","$1,081.00","11/5/2013","002-140-624","3","$301.92","12/19/2013","$237,000","$268.40","0.92","1","2","RAM1","$259,000","44","883","$268.40","0.92","Apartment/Condo","1",,"604-220-2679","3.1% 1ST $100,000/ 1.1% OF BALANCE","WOODRIDGE",,"1",,,,"1","V6Y 1Z3",,,"BC",,,,
"N224184","Residential Detached","S","3746 PARADISE DRIVE","Williams Lake - Rural East","1980","House with Acreage","33","Williams Lake (Zone 27)","Williams Lake","1/14/2014","HENRY","2","$1,782.00","1/14/2013","004-224-248",,,"12/30/2013","$237,000","$85.41","0.91","2","3","RR1","$260,000","350","2,775","$85.41","0.82","House with Acreage","1",,"250-392-2670","3% ON 1ST $100,000/1.25% OF BAL PLUS TAX","SPOKIN LAKE SUBDIVISION",,"1","0.00",,,,"V0K 2G0",,,"BC",,,,
"F1307552","Residential Attached","S","8 32501 FRASER CRESCENT","Mission BC","2008","Townhouse","5","Mission","Mission","3/31/2014","TOUCHBASE","2","$2,641.00","3/27/2013","027-736-253",,"$172.16","12/28/2013","$237,500","$165.16","0.99","3","3","MULTI","$239,500","276","1,438","$165.16","0.92","Townhouse","1",,"604-826-9000","S-2.53% 1ST 100K/1.15% BAL*","Fraser Landing",,"1",,,,"2","V2V 1C5",,"AT TIME OF OFFER","BC",,,,
"V990824","Residential Attached","S","51 735 PARK ROAD","Gibsons & Area","2005","Townhouse","8","Sunshine Coast","Gibsons","3/31/2014","DEB MOWBRAY","2","$1,989.00","2/13/2013","026-206-722","2","$130.00","12/15/2013","$237,500","$187.75","0.98","2","3","RM3","$243,000","305","1,265","$187.75","0.86","Townhouse","1",,"604-740-6608","3.25% ON 1ST $100000, 1.16% ON THE REMAINDER","SHERWOOD GROVE",,"1",,,,"3","V0N 1V7",,,"BC",,,,
"F1323148","Residential Attached","S","201 20068 FRASER HIGHWAY","Langley City","2013","Apartment/Condo","0","Langley","Langley","1/10/2014","SANDY","2",,"10/2/2013","900-568-785","4","$212.00","12/21/2013","$237,541","$279.46","1.05","2","2","CD25","$225,800","80","850","$279.46","1.03","Apartment/Condo","1",,"604-868-2466","S-3.5% 1ST 100K/1.1625% BAL","VARSITY",,"0",,,,"1","V3A 4E5",,"DEVELOPERS DISCLOSURE STATEMENT","BC",,,,
"F1321216","Residential Attached","S","112 15272 20TH AVENUE","King George Corridor","1993","Apartment/Condo","20","South Surrey White Rock","Surrey","12/31/2013","Maryann","2","$1,352.00","9/5/2013","018-182-909","3","$280.00","12/16/2013","$238,000","$223.68","1.00","2","2","MF","$238,888","102","1,064","$223.68","1.00","Apartment/Condo","1",,"604-837-6889","S-3.22% 1ST 100K/1.16% BAL","Winsor Court",,"1",,,,"1","V4A 2A3",,,"BC",,,,
"V1036925","Residential Attached","S","25 767 NORTH ROAD","Gibsons & Area","1997","1/2 Duplex","16","Sunshine Coast","Gibsons","6/1/2014","Ede Anaka","2",,"11/16/2013","017-696-941",,"$179.00","12/21/2013","$238,900","$194.23","0.96","2","2","RM2","$249,900","35","1,230","$194.23","0.96","1/2 Duplex","1",,"604-865-0020","3.255% ON THE FIRST 100,000 AND 1.1625% ON BALANCE",,,"1",,,,"1","V0N 1V9",,"Power of Attorney","BC",,,,
"N229453","Residential Detached","S","125 W 5TH AVENUE","Prince Rupert - City","1925","House/Single Family","88","Prince Rupert (Zone 52)","Prince Rupert","1/17/2014","MIKE MORSE","1","$2,538.00","7/17/2013","014-686-198",,,"12/31/2013","$239,000","$164.15","1.00","1","1","R2","$239,000","167","1,456","$164.15","0.97","House/Single Family","1",,"250-600-6620","1.75%",,"100","0","25.00",,,"3","V8J 1T1",,,"BC",,,,
"V1037694","Land Only","S","LOT 35 HARDY ISLAND","Pender Harbour Egmont",,,,"Sunshine Coast","Pender Harbour","2/20/2014","JAMIE ZROBACK",,"$1,240.00","11/27/2013","023-734-205",,,"12/20/2013","$239,888",,"0.86",,,"RU-1","$279,000","23",,,"0.86","Other",,"Water Access","604-483-1605","2.7% ON 1ST $100,000/1.35% ON BAL**",,,,"900.00","Yes",,,"V0N 3E0",,,"BC","None",,"None","Well - Drilled"
"F1318677","Residential Attached","S","5 1973 WINFIELD DRIVE","Abbotsford East","1993","Townhouse","20","Abbotsford","Abbotsford","12/31/2013","James Nichols","1","$1,938.00","8/5/2013","018-174-680",,"$170.13","12/28/2013","$240,000","$211.45","0.96","2","2","RES","$249,900","145","1,135","$211.45","0.95","Townhouse","1",,"604-290-3581","S-3.2% 1ST 100K/1.1% BAL","BELMONT RIDGE",,"1",,,,"2","V3G 1K6",,"UPON ACCEPTED OFFER","BC",,,,
"N231863","Residential Detached","S","1545 VAN BIEN AVENUE","Fraserview","9999","House/Single Family","999","PG City West (Zone 71)","Prince George","4/24/2014","SUMMER","2","$2,821.00","10/25/2013","010-493-875",,,"12/13/2013","$240,000","$172.66","0.96","2","4","RS2","$249,900","49","1,390","$172.66","0.96","House/Single Family","1",,"250-649-6789","3%/1.5%",,,"1","0.00",,,"3","V2L 4N8",,,"BC",,,,
"V1025640","Residential Attached","S","312 19121 FORD ROAD","Central Meadows","1992","Apartment/Condo","21","Pitt Meadows","Pitt Meadows","1/31/2014","CHRIS","2","$2,088.00","9/4/2013","018-132-812",,"$249.54","12/28/2013","$240,000","$218.18","0.96","2","2","RM-1","$249,000","115","1,100","$218.18","0.96","Apartment/Condo","1",,"604-802-2107","3.255% ON THE 1ST $100,000 AND 1.1625% ON BALANCE","EDGEFORD MANOR",,"1",,,,"2","V3Y 2N2",,"UPON ACCEPTED OFFER","BC",,,,
"V1033424","Residential Attached","S","318 1219 JOHNSON STREET","Canyon Springs","1992","Apartment/Condo","21","Coquitlam","Coquitlam","4/30/2014","MIKE","1","$1,749.00","10/22/2013","017-677-009",,"$226.77","12/21/2013","$240,000","$269.06","0.96","1","2","APT","$249,900","60","892","$269.06","0.96","Apartment/Condo","1",,"604-939-6770","3.255%-1ST $100K/1.1625% BAL","MOUNTAINSIDE",,"1",,,,"2","V3B 7L5",,,"BC",,,,
"V1035717","Residential Attached","S","703 3380 VANNESS AVENUE","Collingwood VE","1994","Apartment/Condo","19","Vancouver East","Vancouver","4/7/2014","AKI","1","$951.00","11/7/2013","018-367-186",,"$181.45","12/17/2013","$242,100","$447.50","0.97","1","1","CD-1","$249,900","40","541","$447.50","0.94","Apartment/Condo","1",,"604-671-6269","3.22% 1ST $100,000/1.15% BAL","JOYCE PLACE",,"0",,,,"1","V5R 5A8",,,"BC",,,,
"N231249","Residential Detached","S","10207 110TH AVENUE","Fort St. John - City NW","9999","House/Single Family","999","Fort St. John (Zone 60)","Fort St. John","12/26/2013","HOME PROS","1","$2,190.00","9/25/2013","004-269-454",,,"12/15/2013","$242,247","$278.44","1.01","1","2","R1","$239,900","81","870","$278.44","1.01","House/Single Family","1",,"250-785-6601","3.5% ON 1ST $100,000/1.25% ON REMAINDER","FINCH","122","0","60.00",,,"8","V1J 2T3",,,"BC",,,,
"V1030870","Residential Attached","S","206 4745 54A STREET","Delta Manor","1998","Apartment/Condo","15","Ladner","Ladner","4/5/2014","AMBER","1","$1,358.00","10/4/2013","023-816-902",,"$178.30","1/2/2014","$243,500","$329.05","0.97","1","1","CD246","$249,900","90","740","$329.05","0.97","Apartment/Condo","1",,"604-250-5048","3.255% ON THE 1ST $100,000/1.1625% ON THE BAL","ADDLINGTON COURT",,"1",,,,"1","V4K 2Z9",,,"BC",,,,
"V1027544","Residential Attached","S","705 6759 WILLINGDON AVENUE","Metrotown","1976","Apartment/Condo","37","Burnaby South","Burnaby","2/15/2014","TONY ARKELL","1","$1,569.00","9/15/2013","001-435-582",,"$305.76","12/17/2013","$244,500","$310.67","0.98","1","2","APT","$249,000","93","787","$310.67","0.92","Apartment/Condo","1",,"604-263-1144","3.255% ON 1ST $100,000 / 1.1625% ON BAL","BALMORAL ON THE PARK",,"0",,,,"1","V5H 3Y9",,,"BC",,,,
"F1325366","Residential Attached","S","303 1929 154TH STREET","King George Corridor","1998","Apartment/Condo","15","South Surrey White Rock","Surrey","3/6/2014","ANDREW TANNOUS","1","$1,221.00","11/6/2013","023-894-865","4","$220.29","12/13/2013","$245,000","$303.59","0.99","2","1","MF","$248,000","37","807","$303.59","0.99","Apartment/Condo","1",,"604-531-1111","S-3.22% 1ST 100K/1.15% BAL","STRATFORD GARDENS",,"1",,,,,"V4A 4S2",,,"BC",,,,
"N232574","Residential Detached","S","228 CLARK CRESCENT","Heritage","1972","House/Single Family","41","PG City West (Zone 71)","Prince George","4/16/2014","BOGDAN","2","$2,417.00","12/16/2013","013-230-280",,,"12/22/2013","$245,000","$115.57","0.98","2","3","RS2","$249,000","6","2,120","$115.57","0.98","House/Single Family","1",,"250-640-0864","3% ON 1ST $100,000/ 1% BALANCE",,,"2","0.00",,,,"V2M 4W2",,,"BC",,,,
"V1026104","Residential Attached","S","16 1561 BOOTH AVENUE","Maillardville","1998","Townhouse","15","Coquitlam","Coquitlam","1/5/2014","FRANCIS & HAWTHORNE TEAM","1","$1,770.00","9/4/2013","023-820-012",,"$196.15","12/30/2013","$245,000","$266.59","0.98","2","2","RM3","$249,900","117","919","$266.59","0.94","Townhouse","1",,"604-936-7653","3.255%-1ST $100K/1.1625% BAL","THE COURCELLES",,"1",,,,"2","V3K 6Z9",,,"BC",,,,
"H1303346","Residential Attached","S","27 7428 EVANS ROAD","Sardis West Vedder Rd","2013","Townhouse","0","Sardis","Sardis","5/30/2014","MICHELLE M / JASON L","2","$0.00","8/23/2013","029-180-741","3","$152.47","12/18/2013","$245,000","$131.02","0.98","3","3","R4","$249,900","117","1,870","$131.02","0.96","Townhouse","1",,"604-858-7179","2.5% 1ST 100K/1.25% BAL L 1/2 BF","EVANS COUNTRYSIDE",,"1",,,,"2","V2R 1L2",,"NEW CONSTRUCTION","BC",,,,
"V1037308","Residential Attached","S","231 711 E 6TH AVENUE","Mount Pleasant VE","1968","Apartment/Condo","45","Vancouver East","Vancouver","3/25/2014","JOE SORRENTI'S OFFICE","1","$1,040.00","11/25/2013","016-159-616","3","$270.94","12/17/2013","$245,000","$367.32","0.98","1","1","RM-4","$251,000","22","667","$367.32","0.98","Apartment/Condo","1",,"604-298-1600","3.255% ON 1ST $100,000 & 1.1625% ON BALANCE.","PICASSO AT THE PARK",,"0","0.00",,,"1","V5T 1L7",,,"BC",,,,
"F1319060","Residential Attached","S","205 9109 154TH STREET","Fleetwood Tynehead","1989","Townhouse","24","Surrey","Surrey","2/9/2014","MARTY OR TOUCHBASE","2","$1,344.00","8/9/2013","005-672-651","2","$220.00","12/14/2013","$245,000","$168.97","0.94","2","2","RM2","$259,900","127","1,450","$168.97","0.94","Townhouse","1",,"604-533-3939","S-3.22% 1ST 100K/1.15% BAL","LEXINGTON SQUARE",,"1",,,,"1","V3R 9G8",,"ESTATE SALE","BC",,,,
"V1039612","Residential Attached","S","311 301 MAUDE ROAD","North Shore Pt Moody","1995","Apartment/Condo","18","Port Moody","Port Moody","5/31/2014","RANDY","1","$1,486.00","12/27/2013","023-259-272","4","$251.04","1/3/2014","$247,000","$293.00","0.99","1","2","APT","$249,000","7","843","$293.00","0.99","Apartment/Condo","1",,"604-306-5300","3.255% ON 1ST $100,000/1.625% ON BAL","HERITAGE GRANDE",,"1",,,,"2","V3H 5B1",,"COURT ORDERED SALE-AS IS WHERE IS","BC",,,,
"V1038050","Residential Attached","S","505 1212 MAIN STREET","Downtown SQ","2011","Apartment/Condo","2","Squamish","Squamish","2/28/2014","JILL","2",,"12/2/2013","028-647-882",,"$235.00","12/18/2013","$247,000","$237.04","0.95","2","2","R1","$259,000","16","1,042","$237.04","0.95","Apartment/Condo","1",,"604-815-1737","1.5%","AQUA AT COASTAL VILLAGE",,"1",,,,"2","V8B 0S6",,,"BC",,,,
"V1039447","Residential Attached","S","308 240 FRANCIS WAY","Fraserview NW","2012","Apartment/Condo","1","New Westminster","New Westminster","2/28/2014","CHERIF MALAK","1","$1,605.00","12/19/2013","028-803-183","4","$215.00","12/20/2013","$247,148","$384.37","0.94","1","1","RES","$262,900","1","643","$384.37","0.94","Apartment/Condo","1",,"604-307-1896","4.255% 1ST 100K/1.1625% ON BAL","THE GROVE",,"1",,,,"1","V3L 6E5",,"DEVELOPER'S DISCLOSURE","BC",,,,
"F1327186","Residential Attached","S","4 26727 30A AVENUE","Aldergrove Langley","1991","Townhouse","22","Langley","Langley","6/16/2014","Code","2","$2,216.00","12/16/2013","015-343-251","2","$200.00","12/19/2013","$247,500","$179.35","0.99","3","3","RM1RHS","$249,900","3","1,380","$179.35","0.99","Townhouse","1",,"604-533-3491","S-3.22% 1ST 100K/1.15% BAL","Ashley Park",,"1",,,,"3","V4W 3S5",,,"BC",,,,
"N232503","Residential Detached","S","4620 UPPER FRASER ROAD","Giscome/Ferndale","9999","House with Acreage","999","PG Rural East (Zone 80)","Prince George","4/10/2014","KIRK","1","$1,531.00","12/10/2013","010-970-819",,,"1/3/2014","$248,500","$122.29","0.96","1","3","RU2","$259,900","24","2,032","$122.29","0.96","House with Acreage","1",,"250-981-3535","1.75%",,"1357.70","1","340.00",,,,"V2K 5C8",,,"BC",,,,
"V1042314","Residential Attached","S","2003 5665 BOUNDARY ROAD","Collingwood VE","2016","Apartment/Condo","0","Vancouver East","Vancouver","6/19/2014","SALES CENTRE","1","$0.00","12/19/2013","029-029-996","36","$193.92","12/19/2013","$248,900","$541.09","1.00","1","1","CD=1","$248,900","0","460","$541.09","1.00","Apartment/Condo","1",,"604-874-9232","2.055% 1ST $100,000/1.1625% BAL PLUS $2,500**","WALL CENTRE CENTRAL PARK SOUTH",,"0",,,,"1","V5R 2P9",,"DEVELOPER'S DISCLOSURE STATEMENT","BC",,,,
"H1300164","Residential Detached","S","51 47470 CHARTWELL DRIVE","Little Mountain","2001","House/Single Family","12","Chilliwack","Chilliwack","12/31/2013","WENDY MUXLOW","2","$2,074.00","1/8/2013","024-058-831",,"$78.00","12/22/2013","$249,000","$183.49","0.97","2","2","R4","$255,900","348","1,357","$183.49","0.90","House/Single Family","1",,"604-798-8080","3% 1ST 100K/1.5% BAL L1/2BF",,,"1",,,,"2","V2P 8A2",,"OWNER DOES NOT LIVE THERE","BC",,,,
